flight_date,airline,source,destination,days_left,price
2026-09-30,Air India,Hyderabad,Chennai,25,7477.0
2026-10-23,Air India,Chennai,Bangalore,48,6804.0
2026-10-21,Air India,Mumbai,Kolkata,46,7114.0
2026-10-13,Indigo,Mumbai,Chennai,38,6053.0
2026-10-16,Air India,Delhi,Bangalore,41,5725.0
2026-10-18,Indigo,Chennai,Kolkata,43,5173.0
2026-10-13,SpiceJet,Delhi,Kolkata,38,4948.0
2026-10-07,AirAsia,Delhi,Hyderabad,32,6459.0
2026-10-20,Air India,Mumbai,Delhi,45,4358.0
2026-10-18,SpiceJet,Hyderabad,Bangalore,43,5619.0
2026-09-16,AirAsia,Hyderabad,Chennai,11,6877.0
2026-10-15,GoFirst,Kolkata,Chennai,40,3200.0
2026-10-14,Vistara,Bangalore,Mumbai,39,9866.0
2026-10-13,SpiceJet,Delhi,Kolkata,38,5963.0
2026-09-18,GoFirst,Chennai,Delhi,13,5607.0
2026-10-20,SpiceJet,Kolkata,Hyderabad,45,3243.0
2026-10-07,Air India,Hyderabad,Chennai,32,7398.0
2026-09-18,SpiceJet,Delhi,Chennai,13,7499.0
2026-10-07,Vistara,Hyderabad,Kolkata,32,10807.0
2026-10-05,Air India,Kolkata,Mumbai,30,8153.0
2026-09-09,Air India,Hyderabad,Chennai,4,10987.0
2026-10-07,GoFirst,Hyderabad,Bangalore,32,4952.0
2026-10-23,Indigo,Bangalore,Delhi,48,3703.0
2026-10-16,Vistara,Kolkata,Delhi,41,9265.0
2026-10-11,GoFirst,Kolkata,Chennai,36,4894.0
2026-09-07,GoFirst,Kolkata,Chennai,2,6969.0
2026-10-08,GoFirst,Chennai,Hyderabad,33,4616.0
2026-09-23,GoFirst,Bangalore,Mumbai,18,5673.0
2026-10-12,AirAsia,Delhi,Bangalore,37,4884.0
2026-10-05,AirAsia,Mumbai,Delhi,30,4847.0
2026-09-18,AirAsia,Kolkata,Mumbai,13,5963.0
2026-10-23,AirAsia,Delhi,Mumbai,48,4321.0
2026-09-18,Air India,Chennai,Hyderabad,13,9079.0
2026-09-11,Air India,Chennai,Bangalore,6,12146.0
2026-09-27,Indigo,Mumbai,Delhi,22,6032.0
2026-09-30,Indigo,Mumbai,Chennai,25,8317.0
2026-09-09,Indigo,Bangalore,Kolkata,4,9151.0
2026-09-28,Air India,Kolkata,Hyderabad,23,7653.0
2026-09-27,SpiceJet,Mumbai,Hyderabad,22,6201.0
2026-09-13,SpiceJet,Mumbai,Bangalore,8,7393.0
2026-09-12,Vistara,Delhi,Chennai,7,13658.0
2026-10-15,Air India,Delhi,Chennai,40,7499.0
2026-09-25,GoFirst,Mumbai,Chennai,20,4652.0
2026-09-20,SpiceJet,Mumbai,Chennai,15,6730.0
2026-10-19,Air India,Hyderabad,Kolkata,44,6125.0
2026-10-11,Indigo,Hyderabad,Chennai,36,4993.0
2026-09-18,AirAsia,Kolkata,Chennai,13,6326.0
2026-09-24,Indigo,Delhi,Mumbai,19,8430.0
2026-10-11,Air India,Chennai,Delhi,36,8229.0
2026-10-20,GoFirst,Delhi,Bangalore,45,2841.0
2026-09-29,SpiceJet,Mumbai,Bangalore,24,7123.0
2026-09-20,GoFirst,Hyderabad,Delhi,15,5107.0
2026-09-07,Vistara,Chennai,Delhi,2,16325.0
2026-10-16,GoFirst,Mumbai,Kolkata,41,4823.0
2026-10-11,GoFirst,Mumbai,Kolkata,36,4700.0
2026-09-15,AirAsia,Hyderabad,Kolkata,10,6443.0
2026-09-11,AirAsia,Delhi,Bangalore,6,8400.0
2026-09-22,SpiceJet,Delhi,Kolkata,17,8244.0
2026-10-02,Indigo,Mumbai,Hyderabad,27,4916.0
2026-10-03,Air India,Kolkata,Hyderabad,28,7096.0
2026-09-17,Indigo,Kolkata,Mumbai,12,9665.0
2026-10-22,Vistara,Chennai,Kolkata,47,7459.0
2026-09-15,Indigo,Mumbai,Bangalore,10,10161.0
2026-10-20,SpiceJet,Hyderabad,Mumbai,45,5608.0
2026-09-25,GoFirst,Mumbai,Bangalore,20,5984.0
2026-10-10,GoFirst,Delhi,Kolkata,35,5514.0
2026-09-09,GoFirst,Hyderabad,Kolkata,4,8019.0
2026-10-05,AirAsia,Hyderabad,Mumbai,30,4470.0
2026-10-07,Air India,Delhi,Bangalore,32,8276.0
2026-09-19,Vistara,Chennai,Bangalore,14,11618.0
2026-10-22,Air India,Chennai,Delhi,47,6744.0
2026-10-24,GoFirst,Hyderabad,Chennai,49,2788.0
2026-10-18,Indigo,Mumbai,Kolkata,43,5836.0
2026-09-23,AirAsia,Hyderabad,Bangalore,18,7477.0
2026-09-21,Air India,Delhi,Mumbai,16,10883.0
2026-10-23,SpiceJet,Delhi,Bangalore,48,5558.0
2026-10-11,SpiceJet,Kolkata,Chennai,36,5004.0
2026-09-28,Vistara,Bangalore,Hyderabad,23,8573.0
2026-09-12,SpiceJet,Hyderabad,Delhi,7,6678.0
2026-09-09,AirAsia,Chennai,Kolkata,4,6805.0
2026-09-14,GoFirst,Kolkata,Bangalore,9,6889.0
2026-09-11,AirAsia,Mumbai,Bangalore,6,8810.0
2026-10-13,Indigo,Delhi,Bangalore,38,6605.0
2026-09-25,GoFirst,Kolkata,Mumbai,20,5453.0
2026-09-16,SpiceJet,Chennai,Bangalore,11,7727.0
2026-10-01,GoFirst,Bangalore,Delhi,26,6355.0
2026-09-11,Vistara,Kolkata,Hyderabad,6,11660.0
2026-10-15,Air India,Delhi,Hyderabad,40,5525.0
2026-10-01,Air India,Delhi,Kolkata,26,9409.0
2026-09-30,GoFirst,Delhi,Kolkata,25,4630.0
2026-10-03,Vistara,Mumbai,Hyderabad,28,8139.0
2026-10-03,Vistara,Delhi,Kolkata,28,9016.0
2026-09-23,Vistara,Bangalore,Mumbai,18,10570.0
2026-10-10,SpiceJet,Hyderabad,Chennai,35,4251.0
2026-10-24,Vistara,Hyderabad,Kolkata,49,4347.0
2026-09-15,Vistara,Delhi,Kolkata,10,11940.0
2026-09-07,AirAsia,Kolkata,Hyderabad,2,7659.0
2026-09-23,Indigo,Chennai,Kolkata,18,6685.0
2026-10-01,AirAsia,Mumbai,Hyderabad,26,6872.0
2026-10-13,Air India,Hyderabad,Mumbai,38,7060.0
2026-10-07,Indigo,Bangalore,Mumbai,32,7294.0
2026-09-13,AirAsia,Chennai,Kolkata,8,8001.0
2026-10-18,Indigo,Kolkata,Hyderabad,43,6322.0
2026-09-06,AirAsia,Kolkata,Delhi,1,6786.0
2026-10-09,Vistara,Delhi,Hyderabad,34,7300.0
2026-09-27,Vistara,Mumbai,Delhi,22,8589.0
2026-09-09,AirAsia,Delhi,Kolkata,4,7933.0
2026-10-19,SpiceJet,Bangalore,Chennai,44,5142.0
2026-10-02,AirAsia,Chennai,Hyderabad,27,5631.0
2026-09-09,GoFirst,Chennai,Kolkata,4,8734.0
2026-09-30,AirAsia,Hyderabad,Kolkata,25,5126.0
2026-10-15,AirAsia,Delhi,Bangalore,40,4749.0
2026-09-24,Indigo,Hyderabad,Mumbai,19,8955.0
2026-10-16,Vistara,Kolkata,Chennai,41,8401.0
2026-10-22,AirAsia,Chennai,Delhi,47,3449.0
2026-09-08,AirAsia,Hyderabad,Kolkata,3,9415.0
2026-09-27,AirAsia,Hyderabad,Kolkata,22,6866.0
2026-09-25,Vistara,Hyderabad,Bangalore,20,10388.0
2026-10-17,Indigo,Kolkata,Bangalore,42,6759.0
2026-09-06,GoFirst,Bangalore,Hyderabad,1,6792.0
2026-09-29,Vistara,Kolkata,Bangalore,24,9069.0
2026-10-22,Indigo,Bangalore,Kolkata,47,3442.0
2026-09-17,AirAsia,Hyderabad,Delhi,12,6286.0
2026-10-18,GoFirst,Delhi,Bangalore,43,4763.0
2026-10-24,Vistara,Kolkata,Chennai,49,6761.0
2026-09-19,Indigo,Mumbai,Delhi,14,6513.0
2026-10-23,Air India,Chennai,Mumbai,48,6924.0
2026-09-13,GoFirst,Delhi,Hyderabad,8,6109.0
2026-09-28,SpiceJet,Mumbai,Kolkata,23,6090.0
2026-09-10,AirAsia,Mumbai,Chennai,5,8498.0
2026-10-19,SpiceJet,Hyderabad,Chennai,44,3448.0
2026-09-29,SpiceJet,Delhi,Kolkata,24,6306.0
2026-09-09,Air India,Hyderabad,Chennai,4,9956.0
2026-10-13,Air India,Bangalore,Hyderabad,38,6647.0
2026-10-05,AirAsia,Delhi,Bangalore,30,4970.0
2026-09-15,Indigo,Chennai,Hyderabad,10,7602.0
2026-10-06,SpiceJet,Chennai,Bangalore,31,6060.0
2026-09-27,Air India,Bangalore,Hyderabad,22,8908.0
2026-09-16,SpiceJet,Kolkata,Chennai,11,8604.0
2026-09-07,SpiceJet,Hyderabad,Chennai,2,7704.0
2026-10-03,GoFirst,Mumbai,Delhi,28,4045.0
2026-10-19,SpiceJet,Delhi,Bangalore,44,5544.0
2026-10-07,Vistara,Hyderabad,Bangalore,32,7549.0
2026-09-20,Vistara,Hyderabad,Delhi,15,12431.0
2026-10-17,AirAsia,Bangalore,Kolkata,42,4072.0
2026-09-24,Air India,Hyderabad,Delhi,19,9444.0
2026-09-12,Air India,Delhi,Chennai,7,11135.0
2026-10-17,Vistara,Delhi,Chennai,42,6995.0
2026-09-07,Indigo,Hyderabad,Chennai,2,8191.0
2026-09-14,Vistara,Kolkata,Mumbai,9,14134.0
2026-09-28,Vistara,Hyderabad,Mumbai,23,8733.0
2026-09-20,SpiceJet,Kolkata,Mumbai,15,6631.0
2026-10-23,AirAsia,Kolkata,Hyderabad,48,2764.0
2026-09-19,SpiceJet,Mumbai,Kolkata,14,7973.0
2026-09-13,Vistara,Delhi,Chennai,8,15067.0
2026-10-08,Air India,Kolkata,Hyderabad,33,7263.0
2026-10-10,Vistara,Chennai,Delhi,35,7699.0
2026-09-18,AirAsia,Bangalore,Chennai,13,8100.0
2026-10-24,GoFirst,Kolkata,Chennai,49,2638.0
2026-10-13,Indigo,Delhi,Kolkata,38,6224.0
2026-10-03,AirAsia,Delhi,Kolkata,28,4716.0
2026-09-14,Indigo,Chennai,Bangalore,9,8106.0
2026-09-13,Indigo,Chennai,Bangalore,8,9325.0
2026-10-22,AirAsia,Mumbai,Kolkata,47,5067.0
2026-10-01,Vistara,Chennai,Delhi,26,10924.0
2026-09-21,AirAsia,Kolkata,Chennai,16,7582.0
2026-10-24,AirAsia,Mumbai,Kolkata,49,4733.0
2026-09-15,Vistara,Mumbai,Kolkata,10,11175.0
2026-09-13,AirAsia,Bangalore,Delhi,8,7195.0
2026-10-08,SpiceJet,Delhi,Kolkata,33,5119.0
2026-10-02,SpiceJet,Kolkata,Mumbai,27,5845.0
2026-10-04,GoFirst,Chennai,Kolkata,29,6256.0
2026-10-07,Air India,Chennai,Hyderabad,32,7634.0
2026-09-28,Indigo,Delhi,Bangalore,23,7290.0
2026-09-13,AirAsia,Hyderabad,Chennai,8,8600.0
2026-09-13,SpiceJet,Kolkata,Delhi,8,7889.0
2026-09-14,Vistara,Chennai,Hyderabad,9,11648.0
2026-09-14,GoFirst,Bangalore,Chennai,9,7822.0
2026-09-16,GoFirst,Bangalore,Kolkata,11,8035.0
2026-09-30,GoFirst,Hyderabad,Mumbai,25,5819.0
2026-10-23,AirAsia,Mumbai,Chennai,48,2703.0
2026-10-06,AirAsia,Chennai,Mumbai,31,6102.0
2026-09-16,SpiceJet,Bangalore,Hyderabad,11,6708.0
2026-09-30,Air India,Mumbai,Bangalore,25,9024.0
2026-09-23,AirAsia,Delhi,Mumbai,18,5527.0
2026-09-10,AirAsia,Chennai,Hyderabad,5,7385.0
2026-10-03,Vistara,Hyderabad,Delhi,28,8219.0
2026-09-16,AirAsia,Hyderabad,Chennai,11,7479.0
2026-09-12,SpiceJet,Hyderabad,Chennai,7,7984.0
2026-09-08,SpiceJet,Mumbai,Delhi,3,7176.0
2026-10-20,Indigo,Mumbai,Delhi,45,6516.0
2026-10-20,AirAsia,Kolkata,Delhi,45,3748.0
2026-10-07,Indigo,Bangalore,Delhi,32,5015.0
2026-10-11,Vistara,Chennai,Kolkata,36,10055.0
2026-10-09,Indigo,Mumbai,Delhi,34,7747.0
2026-10-19,GoFirst,Bangalore,Hyderabad,44,3829.0
2026-10-01,Vistara,Mumbai,Bangalore,26,9596.0
2026-10-09,Indigo,Mumbai,Chennai,34,6055.0
2026-09-24,AirAsia,Chennai,Hyderabad,19,6944.0
2026-09-09,GoFirst,Chennai,Mumbai,4,6010.0
2026-10-13,Indigo,Delhi,Mumbai,38,6857.0
2026-09-21,Indigo,Hyderabad,Kolkata,16,8115.0
2026-10-15,GoFirst,Delhi,Kolkata,40,4945.0
2026-10-23,AirAsia,Delhi,Hyderabad,48,2802.0
2026-10-15,Air India,Chennai,Delhi,40,7295.0
2026-10-14,GoFirst,Chennai,Mumbai,39,5212.0
2026-09-17,AirAsia,Mumbai,Kolkata,12,6820.0
2026-09-14,Vistara,Mumbai,Chennai,9,13856.0
2026-09-22,Air India,Bangalore,Chennai,17,10864.0
2026-10-15,Indigo,Mumbai,Delhi,40,5667.0
2026-10-08,Vistara,Kolkata,Delhi,33,10628.0
2026-10-03,SpiceJet,Chennai,Hyderabad,28,7027.0
2026-09-30,Vistara,Kolkata,Hyderabad,25,11389.0
2026-10-06,Vistara,Mumbai,Bangalore,31,10169.0
2026-09-30,SpiceJet,Hyderabad,Kolkata,25,5877.0
2026-09-25,GoFirst,Chennai,Bangalore,20,5038.0
2026-10-12,Air India,Hyderabad,Bangalore,37,6245.0
2026-10-03,SpiceJet,Mumbai,Chennai,28,5900.0
2026-09-25,SpiceJet,Delhi,Bangalore,20,6724.0
2026-09-17,AirAsia,Chennai,Bangalore,12,5999.0
2026-10-23,GoFirst,Bangalore,Delhi,48,4021.0
2026-09-14,Air India,Mumbai,Bangalore,9,8688.0
2026-10-18,GoFirst,Bangalore,Kolkata,43,5075.0
2026-09-07,GoFirst,Bangalore,Delhi,2,8381.0
2026-10-02,SpiceJet,Mumbai,Bangalore,27,6787.0
2026-10-16,Indigo,Bangalore,Mumbai,41,5392.0
2026-09-14,GoFirst,Mumbai,Bangalore,9,5791.0
2026-10-18,AirAsia,Delhi,Chennai,43,5228.0
2026-10-20,AirAsia,Kolkata,Bangalore,45,4492.0
2026-10-02,Indigo,Delhi,Hyderabad,27,8537.0
2026-10-15,SpiceJet,Mumbai,Kolkata,40,4090.0
2026-09-22,Air India,Bangalore,Hyderabad,17,10238.0
2026-10-07,Indigo,Chennai,Bangalore,32,6006.0
2026-10-21,GoFirst,Mumbai,Bangalore,46,4701.0
2026-09-14,AirAsia,Bangalore,Hyderabad,9,7117.0
2026-09-17,Air India,Bangalore,Delhi,12,8872.0
2026-09-25,Vistara,Chennai,Kolkata,20,10311.0
2026-10-07,AirAsia,Mumbai,Kolkata,32,5984.0
2026-10-07,SpiceJet,Chennai,Hyderabad,32,5198.0
2026-09-22,Air India,Chennai,Hyderabad,17,9766.0
2026-09-23,SpiceJet,Kolkata,Hyderabad,18,6523.0
2026-09-15,AirAsia,Kolkata,Delhi,10,8005.0
2026-09-19,Air India,Kolkata,Mumbai,14,9548.0
2026-10-12,Vistara,Mumbai,Hyderabad,37,8429.0
2026-09-14,SpiceJet,Hyderabad,Delhi,9,9030.0
2026-10-11,Indigo,Chennai,Bangalore,36,5367.0
2026-09-28,Vistara,Chennai,Mumbai,23,9054.0
2026-10-09,Vistara,Delhi,Hyderabad,34,6849.0
2026-10-10,SpiceJet,Mumbai,Bangalore,35,4073.0
2026-09-28,GoFirst,Chennai,Delhi,23,5401.0
2026-09-29,Vistara,Delhi,Hyderabad,24,9449.0
2026-09-25,Indigo,Kolkata,Delhi,20,7627.0
2026-09-20,GoFirst,Delhi,Chennai,15,6524.0
2026-09-20,Air India,Bangalore,Kolkata,15,7959.0
2026-10-21,Indigo,Mumbai,Chennai,46,6050.0
2026-10-24,Air India,Bangalore,Hyderabad,49,6513.0
2026-10-03,Air India,Hyderabad,Delhi,28,10085.0
2026-10-21,Indigo,Chennai,Mumbai,46,3939.0
2026-09-27,AirAsia,Hyderabad,Mumbai,22,6369.0
2026-09-10,Air India,Hyderabad,Kolkata,5,9575.0
2026-10-11,AirAsia,Chennai,Delhi,36,6547.0
2026-10-09,Indigo,Mumbai,Hyderabad,34,6004.0
2026-10-13,Indigo,Bangalore,Hyderabad,38,6608.0
2026-09-11,SpiceJet,Bangalore,Kolkata,6,8621.0
2026-09-23,SpiceJet,Kolkata,Bangalore,18,5948.0
2026-09-28,Air India,Kolkata,Bangalore,23,7382.0
2026-09-07,AirAsia,Kolkata,Chennai,2,7825.0
2026-09-09,SpiceJet,Delhi,Kolkata,4,9303.0
2026-10-04,Indigo,Mumbai,Delhi,29,7100.0
2026-10-08,Vistara,Delhi,Hyderabad,33,8609.0
2026-09-21,Air India,Delhi,Hyderabad,16,10323.0
2026-10-03,Vistara,Bangalore,Chennai,28,11797.0
2026-10-11,SpiceJet,Mumbai,Chennai,36,4848.0
2026-10-01,Air India,Chennai,Hyderabad,26,8978.0
2026-09-06,AirAsia,Mumbai,Hyderabad,1,7687.0
2026-10-17,SpiceJet,Hyderabad,Delhi,42,3323.0
2026-10-06,AirAsia,Delhi,Mumbai,31,6057.0
2026-09-15,Air India,Chennai,Delhi,10,8330.0
2026-10-02,SpiceJet,Hyderabad,Bangalore,27,7595.0
2026-09-30,Air India,Kolkata,Chennai,25,8090.0
2026-09-19,AirAsia,Chennai,Kolkata,14,6393.0
2026-10-10,AirAsia,Hyderabad,Mumbai,35,4526.0
2026-09-25,Vistara,Hyderabad,Mumbai,20,10149.0
2026-09-10,AirAsia,Bangalore,Kolkata,5,6924.0
2026-10-10,SpiceJet,Hyderabad,Delhi,35,4696.0
2026-09-12,GoFirst,Hyderabad,Kolkata,7,7857.0
2026-09-23,Vistara,Bangalore,Mumbai,18,13040.0
2026-10-22,Air India,Chennai,Mumbai,47,4488.0
2026-09-22,GoFirst,Mumbai,Bangalore,17,5740.0
2026-10-21,Indigo,Delhi,Kolkata,46,5648.0
2026-09-24,GoFirst,Bangalore,Delhi,19,6141.0
2026-10-02,Indigo,Delhi,Hyderabad,27,5015.0
2026-10-13,Vistara,Hyderabad,Kolkata,38,10139.0
2026-09-28,Vistara,Kolkata,Chennai,23,
2026-10-10,AirAsia,Mumbai,Hyderabad,35,4922.0
2026-10-20,Vistara,Bangalore,Chennai,45,9047.0
2026-09-21,SpiceJet,Delhi,Hyderabad,16,6686.0
2026-09-14,Air India,Bangalore,Mumbai,9,10213.0
2026-09-07,Vistara,Delhi,Kolkata,2,14648.0
2026-10-12,Indigo,Kolkata,Delhi,37,4715.0
2026-09-18,Air India,Delhi,Chennai,13,10252.0
2026-09-25,Vistara,Chennai,Delhi,20,10821.0
2026-09-20,GoFirst,Chennai,Mumbai,15,6866.0
2026-10-13,SpiceJet,Kolkata,Chennai,38,5869.0
2026-10-02,Vistara,Delhi,Kolkata,27,12261.0
2026-10-24,Air India,Delhi,Chennai,49,
2026-10-13,GoFirst,Delhi,Hyderabad,38,5714.0
2026-09-11,AirAsia,Mumbai,Kolkata,6,8955.0
2026-09-16,SpiceJet,Hyderabad,Bangalore,11,8047.0
2026-09-16,Indigo,Delhi,Mumbai,11,9415.0
2026-10-22,Vistara,Delhi,Bangalore,47,5922.0
2026-09-10,Indigo,Chennai,Delhi,5,8576.0
2026-09-08,Indigo,Hyderabad,Kolkata,3,9015.0
2026-09-22,Air India,Chennai,Bangalore,17,8445.0
2026-10-05,SpiceJet,Delhi,Bangalore,30,6843.0
2026-09-13,SpiceJet,Mumbai,Chennai,8,7409.0
2026-09-06,SpiceJet,Hyderabad,Mumbai,1,8702.0
2026-09-20,Vistara,Hyderabad,Bangalore,15,12856.0
2026-10-02,Vistara,Hyderabad,Chennai,27,11805.0
2026-09-26,Air India,Kolkata,Mumbai,21,10412.0
2026-09-21,Vistara,Delhi,Bangalore,16,14066.0
2026-09-25,AirAsia,Kolkata,Chennai,20,7622.0
2026-10-24,SpiceJet,Hyderabad,Chennai,49,5411.0
2026-10-24,SpiceJet,Hyderabad,Kolkata,49,5287.0
2026-10-03,Indigo,Chennai,Kolkata,28,5996.0
2026-10-22,Vistara,Hyderabad,Chennai,47,6097.0
2026-09-21,SpiceJet,Hyderabad,Mumbai,16,8237.0
2026-10-20,SpiceJet,Hyderabad,Delhi,45,4116.0
2026-09-20,GoFirst,Hyderabad,Mumbai,15,7223.0
2026-10-24,Air India,Chennai,Hyderabad,49,4532.0
2026-09-30,SpiceJet,Delhi,Hyderabad,25,5799.0
2026-10-11,GoFirst,Kolkata,Hyderabad,36,5527.0
2026-10-16,Air India,Delhi,Bangalore,41,5661.0
2026-10-18,SpiceJet,Bangalore,Hyderabad,43,4789.0
2026-09-28,SpiceJet,Bangalore,Chennai,23,7750.0
2026-09-28,GoFirst,Mumbai,Bangalore,23,6801.0
2026-09-09,GoFirst,Chennai,Kolkata,4,7641.0
2026-10-10,SpiceJet,Mumbai,Chennai,35,5232.0
2026-10-04,SpiceJet,Mumbai,Hyderabad,29,4606.0
2026-09-11,Indigo,Hyderabad,Bangalore,6,9049.0
2026-10-01,Air India,Kolkata,Delhi,26,7290.0
2026-09-28,GoFirst,Bangalore,Chennai,23,6322.0
2026-10-14,AirAsia,Delhi,Bangalore,39,4094.0
2026-09-16,Air India,Mumbai,Delhi,11,10440.0
2026-09-29,Vistara,Mumbai,Delhi,24,11509.0
2026-10-08,SpiceJet,Mumbai,Chennai,33,5934.0
2026-10-14,Indigo,Chennai,Bangalore,39,4931.0
2026-10-14,GoFirst,Bangalore,Mumbai,39,4227.0
2026-09-26,Air India,Hyderabad,Delhi,21,8559.0
2026-09-30,GoFirst,Delhi,Mumbai,25,5195.0
2026-09-19,Indigo,Mumbai,Hyderabad,14,9504.0
2026-09-25,GoFirst,Bangalore,Mumbai,20,4598.0
2026-10-10,Air India,Delhi,Mumbai,35,6958.0
2026-10-24,Indigo,Hyderabad,Bangalore,49,3240.0
2026-09-26,SpiceJet,Hyderabad,Chennai,21,7305.0
2026-09-13,Air India,Chennai,Delhi,8,9157.0
2026-09-25,GoFirst,Delhi,Mumbai,20,6745.0
2026-10-22,SpiceJet,Hyderabad,Chennai,47,
2026-10-19,Indigo,Hyderabad,Kolkata,44,4647.0
2026-09-06,SpiceJet,Chennai,Delhi,1,9579.0
2026-09-16,Vistara,Kolkata,Mumbai,11,11769.0
2026-10-05,Air India,Kolkata,Chennai,30,6921.0
2026-09-22,GoFirst,Kolkata,Bangalore,17,5632.0
2026-09-13,GoFirst,Hyderabad,Bangalore,8,6658.0
2026-10-22,Air India,Chennai,Hyderabad,47,4217.0
2026-09-30,AirAsia,Kolkata,Hyderabad,25,5044.0
2026-09-19,AirAsia,Hyderabad,Chennai,14,6359.0
2026-10-02,Air India,Delhi,Chennai,27,9690.0
2026-09-21,AirAsia,Mumbai,Bangalore,16,6163.0
2026-09-23,Indigo,Bangalore,Chennai,18,8258.0
2026-09-20,GoFirst,Bangalore,Kolkata,15,6009.0
2026-10-07,Air India,Chennai,Bangalore,32,8743.0
2026-09-15,Air India,Kolkata,Chennai,10,8061.0
2026-10-12,AirAsia,Bangalore,Mumbai,37,5857.0
2026-10-23,Indigo,Delhi,Mumbai,48,3740.0
2026-09-27,GoFirst,Bangalore,Chennai,22,5981.0
2026-09-26,GoFirst,Mumbai,Chennai,21,6545.0
2026-10-21,SpiceJet,Chennai,Delhi,46,4833.0
2026-09-16,SpiceJet,Chennai,Bangalore,11,9073.0
2026-10-22,Vistara,Chennai,Mumbai,47,6244.0
2026-10-06,Indigo,Bangalore,Kolkata,31,4978.0
2026-10-17,Indigo,Bangalore,Kolkata,42,4496.0
2026-10-05,AirAsia,Delhi,Kolkata,30,6660.0
2026-10-14,Air India,Bangalore,Chennai,39,4760.0
2026-10-20,GoFirst,Bangalore,Hyderabad,45,3801.0
2026-10-02,SpiceJet,Bangalore,Kolkata,27,6407.0
2026-09-22,Indigo,Kolkata,Mumbai,17,7137.0
2026-09-30,GoFirst,Mumbai,Kolkata,25,4250.0
2026-10-08,Indigo,Mumbai,Kolkata,33,6866.0
2026-09-13,Air India,Mumbai,Kolkata,8,11210.0
2026-10-15,SpiceJet,Hyderabad,Mumbai,40,5820.0
2026-09-08,Indigo,Bangalore,Chennai,3,10156.0
2026-10-10,AirAsia,Kolkata,Mumbai,35,4291.0
2026-10-22,Vistara,Hyderabad,Mumbai,47,5549.0
2026-09-20,SpiceJet,Bangalore,Kolkata,15,7571.0
2026-09-06,AirAsia,Mumbai,Delhi,1,8595.0
2026-10-02,SpiceJet,Chennai,Hyderabad,27,7405.0
2026-09-12,Vistara,Chennai,Bangalore,7,12572.0
2026-09-24,AirAsia,Delhi,Chennai,19,7178.0
2026-10-12,Indigo,Mumbai,Chennai,37,6203.0
2026-09-22,SpiceJet,Delhi,Chennai,17,6285.0
2026-10-16,Vistara,Delhi,Bangalore,41,7279.0
2026-09-09,SpiceJet,Bangalore,Hyderabad,4,9586.0
2026-09-08,AirAsia,Bangalore,Hyderabad,3,6748.0
2026-09-15,GoFirst,Kolkata,Delhi,10,6447.0
2026-10-18,GoFirst,Bangalore,Chennai,43,4503.0
2026-09-08,AirAsia,Hyderabad,Mumbai,3,9095.0
2026-10-07,SpiceJet,Bangalore,Delhi,32,6105.0
2026-09-23,GoFirst,Chennai,Kolkata,18,6972.0
2026-09-09,Air India,Hyderabad,Chennai,4,10854.0
2026-10-18,Vistara,Mumbai,Bangalore,43,
2026-09-21,AirAsia,Delhi,Chennai,16,5834.0
2026-09-21,SpiceJet,Kolkata,Delhi,16,6155.0
2026-09-21,GoFirst,Chennai,Kolkata,16,7569.0
2026-09-25,Indigo,Chennai,Delhi,20,6462.0
2026-10-10,Indigo,Delhi,Bangalore,35,7359.0
2026-09-28,AirAsia,Kolkata,Chennai,23,7101.0
2026-10-14,GoFirst,Hyderabad,Bangalore,39,4490.0
2026-09-15,SpiceJet,Chennai,Bangalore,10,7580.0
2026-09-26,Vistara,Bangalore,Delhi,21,13107.0
2026-09-22,AirAsia,Bangalore,Hyderabad,17,6655.0
2026-09-30,GoFirst,Hyderabad,Mumbai,25,5385.0
2026-09-30,Indigo,Chennai,Mumbai,25,5945.0
2026-10-20,Indigo,Mumbai,Delhi,45,3980.0
2026-09-29,Air India,Chennai,Mumbai,24,9820.0
2026-09-21,Indigo,Hyderabad,Kolkata,16,7605.0
2026-09-24,Indigo,Bangalore,Kolkata,19,8524.0
2026-10-21,Air India,Delhi,Bangalore,46,4496.0
2026-10-14,SpiceJet,Mumbai,Kolkata,39,4405.0
2026-09-17,Air India,Kolkata,Hyderabad,12,8596.0
2026-10-16,Indigo,Chennai,Mumbai,41,
2026-09-22,Air India,Kolkata,Hyderabad,17,9970.0
2026-09-26,Air India,Bangalore,Chennai,21,7689.0
2026-09-08,Air India,Bangalore,Delhi,3,10648.0
2026-09-16,GoFirst,Hyderabad,Kolkata,11,6697.0
2026-09-22,Air India,Delhi,Kolkata,17,9075.0
2026-10-12,Indigo,Bangalore,Kolkata,37,4131.0
2026-10-05,Air India,Kolkata,Hyderabad,30,7265.0
2026-10-19,Air India,Mumbai,Bangalore,44,6276.0
2026-10-04,Air India,Chennai,Delhi,29,6335.0
2026-09-18,SpiceJet,Kolkata,Hyderabad,13,7643.0
2026-10-02,Vistara,Delhi,Kolkata,27,9652.0
2026-09-08,SpiceJet,Bangalore,Kolkata,3,7825.0
2026-10-17,GoFirst,Hyderabad,Mumbai,42,5127.0
2026-09-27,AirAsia,Bangalore,Chennai,22,6444.0
2026-10-13,GoFirst,Mumbai,Delhi,38,3913.0
2026-09-15,AirAsia,Chennai,Delhi,10,8454.0
2026-09-28,Vistara,Chennai,Hyderabad,23,11158.0
2026-09-30,Air India,Kolkata,Mumbai,25,7126.0
